논문번호,논문제목,논문사번,논문저자,논문게재일,논문게재지
913,Robust frequency stabilization and linewidth narrowing of a laser with large intermittent frequency jumps using an optical cavity and an atomic beam,00827,"이원규,박창용,허명선,유대혁,김휘동",2020-09-30,APPLIED OPTICS
914,Robust metamaterial-based antireflection coating for surface plasmon polariton resonance,00860,"전지연,황제환,김준오,이상준",2019-03-01,OPTICAL MATERIALS EXPRESS
915,Roles of chemical metrology in electronics industry and associated environment in Korea: A tutorial,00918,"강남구,김경중,김진석,이종해",2015-03-01,TALANTA
916,"Room-temperature solution-processed, ZrO x -based hybrid gate dielectrics for low-voltage organic thin-film transistors on plastic substrates",01039,"변혜란,유은아,하영근",2019-01-07,APPLIED PHYSICS LETTERS
917,Rough surface reconstruction of real surfaces for numerical simulations of ultrasonic wave scattering,01061,"최원재,Fan Shi,Michael J. S. Lowe,Elizabeth A. Skelton,Richard V. Craster,William L. Daniels",2018-09-01,NDT&E INT
918,Sample Preparation of Corn Seed Tissue to Prevent Analyte Relocations for Mass Spectrometry Imaging,00960,"김신혜,김정권,이영진,이태걸,윤소희",2017-07-17,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY
919,Sample Preparation of Corn Seed Tissue to Prevent Analyte Relocations for Mass Spectrometry Imaging,00816,"김신혜,김정권,이영진,이태걸,윤소희",2017-07-17,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY
920,Scanning acoustic microscopy for material evaluation,00902,유현웅,2020-11-05,Applied Microscopy
921,Scanning electron observation of protective effect of graphene films on Au nanoparticles,00866,"JW Kim,JY An,안상정,YH Kahng",2017-08-18,Materials Research Express
922,Seasonal variations in the NO2 artifact from chemiluminescence measurements with a molybdenum converter at a suburban site in Korea (downwind of the Asian continental outflow) during 2015-2016,00993,"정진상,이재용,김병문,오상협",2017-09-01,ATMOSPHERIC ENVIRONMENT
923,Secondary Metabolites Isolated From Streptomyces sp. MJM3055 and Their Cytotoxicity Against Jurkat Cells,01122,"유희민,Namki Cho,Yinda Qiu,Jinhua Cheng,Joo-Won Suh",2020-12-04,NAT PROD COMMUN
924,Selective Deposition of Al2O3 on the Upper Side-Photoelectrode to Improve Dye-Sensitized Solar Cell Efficiency,00840,"강고루,최은미,안종기,정낙관,김진태,윤주영",2020-01-01,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY
591,International Time Comparison by TWSTFT and GPS at KRISS,01069,"황상욱,이창복,이종구,이영규,이상정,양성훈",2016-06-01,"JOURNAL OF POSITIONING, NAVIGATION AND TIMING"
592,Interpolating equation of industrial platinum resistance thermometers in the temperature range between 0 °C and 500 °C,00875,"양인석,수헬란,감기술,김용규",2015-02-05,MEASUREMENT SCIENCE AND TECHNOLOGY
593,Intraocular application of gold nanodisks optically tuned for optical coherence tomography: inhibitory effect on retinal neovascularization without unbearable toxicity,00816,"위정섭,송현범,조동현,김진형,이상원,이태걸,김정훈",2017-08-01,NANOMED-NANOTECHNOL
594,Intrinsic Frster resonance Energy Transfer Imaging Technique for Detection of Native Protein in Live Cells,00891,"이한기,강효진,김주환,이은성,정상전",2016-01-22,Bulletin of the Korean Chemical Society
595,"Introduction to the Special Section of the Asia-Pacific Symposium on Measurement of Mass, Force and Torque (APMF) 2015",00830,김민석,2017-07-21,ACTA IMECO
596,Investigating the adequacy of a low-cost vector network analyser for microwave measurements in quasispherical resonators,00875,"양인석,Underwood,,de Podesta",2018-06-08,MEASUREMENT SCIENCE AND TECHNOLOGY
597,Investigation of 1 GPa Controlled Clearance Piston Gauge Using Finite Element Analysis,00824,"루디,최인묵,우삼용",2020-03-19,MAPAN - Journal of Metrology Society of India
598,Investigation of a strategy for improving the Size Korea anthropometric database,00624,"박세진,민승남,이경선,이희란,무랄리",2019-02-07,WORK-A JOURNAL OF PREVENTION ASSESSMENT & REHABILITATION
599,"Investigation of adsorption characteristics of four toxic gases (nitric oxide, nitrogen dioxide, sulfur dioxide, and hydrogen chloride) on the inner surface of nickel-coated manganese steel cylinders and aluminum cylinders",00372,"김병문,오상협,정진상,이진홍",2019-06-03,J AIR WASTE MANAGE
600,Investigation of carrier dynamics in InAs/GaAsSb quantum dots with different silicon delta-doping levels,01142,"Keun-Yong Ban,김영호,Darius Kuciauskas,Stephen P Bremner,Christiana B Honsberg",2016-11-10,SEMICONDUCTOR SCIENCE AND TECHNOLOGY
601,Investigation of cellular responses upon interaction with silver nanoparticles,00866,"R. Subbiah,전성범,K. Park,안상정,K. Yun",2015-08-27,INT J NANOMED
602,Investigation of fiber Bragg grating as a spectral notch shaper for single-pulse coherent anti-Stokes Raman spectroscopy,00815,"오승렬,박주현,김경수,이은성,이재용,김수현",2017-01-15,OPTICS COMMUNICATIONS
603,Investigation of hydrogen and electrolytic oxy-hydrogen addition to propane flames using planar laser-induced fluorescence,01080,"이석환,여재익",2016-11-01,FUEL
604,Investigation of the shape of submonolayer quantum dots using polarization-dependent photocurrent,01060,"김준오,Zajyun Ku,Augustine,이상준",2015-10-09,SEMICONDUCTOR SCIENCE AND TECHNOLOGY
605,Investigation of the shape of submonolayer quantum dots using polarization-dependent photocurrent,00860,"김준오,Zajyun Ku,Augustine,이상준",2015-10-09,SEMICONDUCTOR SCIENCE AND TECHNOLOGY
606,Investigation of thermomechanical motion in a nanomechanical resonator based on optical intensity mapping,01185,"조성완,김상군,홍기민,심승보,조명래,조성운,박윤",2017-11-10,Journal of the Korean Physical Society
607,Investigation of thermomechanical motion in a nanomechanical resonator based on optical intensity mapping,00936,"조성완,김상군,홍기민,심승보,조명래,조성운,박윤",2017-11-10,Journal of the Korean Physical Society
608,Investigation on the melting and freezing behaviors of pure Si cell for thermocouple calibration,00754,김용규,2018-11-13,Journal of Physics: Conference Series
609,Ionic Current Rectification of Porous Anodic Aluminum Oxide (AAO) with a Barrier Oxide Layer,01093,"김연도,최승욱,김안순,이우",2020-10-27,ACS Nano
610,Isogeometric topology optimization of shell structures using trimmed NURBS surfaces,01092,"강필성,윤성기",2016-11-01,FINITE ELEM ANAL DES
611,Isotope Dilution-Liquid Chromatography/Mass Spectrometric Method for the Determination of Riboflavin Content in Multivitamin Tablets and Infant Formula,00945,"이준희,송영신,심희정,김병주",2016-05-26,J FOOD COMPOS ANAL
612,ISPM을 이용한 PECVD 공정 내 발생입자 측정 연구,00903,"김동빈,문지훈,김형우,강병수,윤주영,강상우,김태성",2015-12-27,한국입자에어로졸학회지
613,ite-specific impairment of perivascular adipose tissue on advanced atherosclerotic plaques using multimodal nonlinear optical imaging,00928,"이은수,김수호,이상원,김용훈,이철호,조동규,김세화",2019-09-03,Proceedings of the National Academy of Sciences of the United States of America
614,iTRAQ-Based Quantitative Proteomic Comparison of 2D and 3D Adipocyte Cell Models Co-cultured with Macrophages Using Online 2D-nanoLC-ESI-MS/MS,00965,"이선영,박성범,김영은,유희민,홍종기,최경진,김기영,강덕진",2019-12-01,SCIENTIFIC REPORTS
615,Kalman Filter-Based Ensemble Timescale with 3-Hydrogen Masers,00488,"이호성,권택용,이영규,양성훈,유대혁",2020-09-15,"JOURNAL OF POSITIONING, NAVIGATION AND TIMING"
616,KN.U-K2 International Laboratory Comparison of Ultrasound Power Measurements Emitted from an Ultrasonic Transducer,00819,"김용태,안봉영,Takeyoshi Uchida,Mahmoud Elgazery",2018-02-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
617,KN.U-K2 International Laboratory Comparison of Ultrasound Power Measurements Emitted from an Ultrasonic Transducer,00435,"김용태,안봉영,Takeyoshi Uchida,Mahmoud Elgazery",2018-02-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
618,KOLAS 교정기관의 측정동등성 확립을 위한 물유량 숙련도 시험,00868,"전세종,윤병로,김수진",2017-09-01,대한기계학회 논문집 C
619,KR60 레일의 결함 탐상을 위한 위상배열 초음파 변환기 개발 (II) - 제작 및 성능 평가,00810,"김건우,서무경,최남경,김기복,권세곤,김영철",2017-12-31,비파괴검사학회지 (Journal of the Korea Society for Nondestructive Testing)
620,KR60 레일의 결함 탐상을 위한 위상배열 초음파 변환기 개발(I) - CIVA Software를 이용한 시뮬레이션,00810,"김건우,서무경,최남경,김기복,권세곤,김영철",2017-12-31,비파괴검사학회지 (Journal of the Korea Society for Nondestructive Testing)
621,Label-free detection of hepatitis B virus using solution immersed silicon sensors,00329,"만게쉬,조현모,제갈원,조용재,오상원,김동수,민윤기,신채호",2017-03-01,BIOINTERPHASES
622,Landscape of Charge Puddles in Graphene Nanoribbons on Hexagonal Boron Nitride,00983,"마이야메이 야샤르,신재철,Kenji Watanabe,Takashi Taniguchi,배명호",2020-07-14,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS
623,Large magnetoconductance in GaAs induced by impact ionization,01029,"김태엽,주성중,구현철,홍진기",2019-12-31,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
624,Lattice Thermal Conductivity of Pristine Si Nanowires: Classical Nonequilibrium Molecular Dynamics Study,00904,"박민규,김용성",2017-10-02,Nanoscale and Microscale Thermophysical Engineering
625,Layer dependent magnetoresistance of vertical MoS2 magnetic tunnel junctions,00989,"파룩칸,김학성,나지르 가잔팔,정수용,엄종화",2018-09-21,NANOSCALE
626,Leakage Current Effect of a Supporting Insulator on the Performance of a Resistive High-voltage,00535,"이상화,유광민,최장영,장석명",2019-03-01,JEET(Journal of Electrical Engineering & Technology)
627,Learning unknown pure quantum states,01103,"이상민,이진형,방정호",2018-11-02,PHYSICAL REVIEW A
628,LEGO-compatible modular mapping phantom for magnetic resonance imaging,01077,"조효민,홍철표,이창우,Huanjun Ding,김태호,안봉영",2020-09-08,SCIENTIFIC REPORTS
629,Linearity evaluation of high-speed sampling ADC board,00843,"치트라니,이형규,박승남,조혜리,김문석",2017-08-01,MEASUREMENT
630,LN2-less low-temperature chromatography for permanent gas analysis,01008,"인민교,문동민,김진석,이계호,임정식",2015-02-20,Bulletin of the Korean Chemical Society
631,Locating events in a segment of a segmented HPGe detector at KRISS,00808,"한주봉,이경범,이종만,이상한,박태순,오정석",2019-12-21,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B
632,Longitudinal discontinuities in riverine greenhouse gas dynamics generated by dams and urban wastewater,00918,"Hyojin Jin,Tae Kyung Yoon,Most Shirina Begum,Eun-Ju Lee,Neung-Hwan Oh,강남구,Ji-Hyung Park",2018-10-26,BIOGEOSCIENCES
633,Long-term drift analysis of Zener voltage standards and proposal of an initial calibration interval using calibration records accumulated for 15 years,00843,"박승남,심형석,조혜리,김문석",2020-12-01,METROLOGIA
634,Long-term drift analysis of Zener voltage standards and proposal of an initial calibration interval using calibration records accumulated for 15 years,00444,"박승남,심형석,조혜리,김문석",2020-12-01,METROLOGIA
635,Long-Term Stability Evaluation of 0.5-7.0 nmol/mol Dimethyl Sulfide Primary Standard Gas Mixtures by Comparison with Traceable Dynamically Diluted Gas Mixtures,00946,"김미언,강지환,김용두,외부,이상일",2018-03-08,BULLETIN OF THE KOREAN CHEMICAL SOCIETY
636,Long-term thermal stability of NPB molecule under high-vacuum,00840,"김하영,심섭,최은미,안종기,강고루,권오현,정낙관,김진태,윤주영",2020-02-29,ORGANIC ELECTRONICS
637,"Long-time Oxidation of Ti3(Al,Si)C2 Carbides at 400-800 oC",00446,"한준희,Sang Whan Park,이동복",2020-01-13,KOREAN JOURNAL OF METALS AND MATERIALS
638,Low repetition rate passively mode-locked thulium-doped fiber laser for LIDAR system,00837,"진진화,임선도,김승관",2018-11-23,Journal of Physics: Conference Series
639,low temperature tensile and impact properties of hydrogen charged high manganese steel,00563,"남영현,박종서,백운봉,서진유,남승훈",2019-03-08,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY
640,Low-carbon steel ultra-high-vacuum Schottky emitter electron gun with double O-rings for axis adjustment,01000,"박인용,조복래",2017-03-01,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A
641,Low-cost black phosphorus nanofillers for improved thermoelectric performance in PEDOT:PSS composite films,00889,"트래비스,신호선,김준모,김기선,아잠,뉴엔비엣치엔,박선화,송재용,전석우",2018-05-30,ACS Applied Materials & Interfaces
642,Low-energy scanning electron microscope using a monochromator with double-offset cylindrical lenses,01037,"오가와 타카시,조복래,안상정",2015-11-01,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B
643,Low-noise magnetoencephalography system cooled by a continuously operating reliquefier,00651,"이용호,권혁찬,유권규,김진목,이상길,김민영,김기웅",2017-06-27,Superconductor science and technology
644,Low-temperature growth of layered molybdenum disulphide with controlled clusters,01151,"문지훈,김영석,강일석,임성규,이상준,김정원,박현민,외부,강상우",2016-02-23,SCIENTIFIC REPORTS
645,Low-temperature growth of layered molybdenum disulphide with controlled clusters,00903,"문지훈,김영석,강일석,임성규,이상준,김정원,박현민,외부,강상우",2016-02-23,SCIENTIFIC REPORTS
646,Low-Uncertainty Equality Between the Voltage-Dividing and Resistance Ratio of a DC Resistive High Voltage Divider,00535,"이상화,유광민,최장영,장석명",2019-07-01,JEET(Journal of Electrical Engineering & Technology)
647,Magic Clusters of MoS2 by Edge S2 Interdimer Spacing Modulation,00904,"류정아,김용성",2018-05-17,JOURNAL OF PHYSICAL CHEMISTRY LETTERS
648,Magnetic bubblecade memory based on chiral domain walls,01070,"문경웅,김덕호,유상철,제숭근,전병선,김원동,민병철,황찬용,최석봉",2015-03-16,SCIENTIFIC REPORTS
649,Magnetic Field Standards Using Magnetic Resonance,00622,"박포규,김완섭,주성중,이형규",2017-03-20,Journal of the Korean Magnetic Resonance Society
650,Magnetic resonance imaging without field cycling at less than earth's magnetic field,00959,"이성주,심정현,김기웅,유권규,황성민",2015-03-13,APPLIED PHYSICS LETTERS
651,Magnetic shield integration for a chip-scale atomic clock,01055,"홍현규,박종철,김태현,김희연,박상언,이상범,허명선,권택용",2020-10-01,Applied Physics Express
652,Magnetism on a Boron-doped Si(111)- √3×√3 Surface,00997,"문창연,엄대진,구자용",2018-03-12,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
653,Magnetostrictive patch sensor system for battery-less real-time measurement of torsional vibrations of rotating shafts,01102,"이준규,승홍민,박충일,이주경,임도형,김윤영",2018-02-03,J SOUND VIB
654,Magneto-Transport Properties of CVD Grown MoS2 Lateral Spin Valves,01030,전병선,2017-10-02,한국자기학회지
655,Mass Spectrometry-Based Screening Platform Reveals Orco Interactome in Drosophila melanogaster,01019,"유은진,김도형,김용인,Jones WD,이진환",2018-02-28,Molecules and Cells
656,Mean-field interaction-induced dimensional crossover from two to three dimensions in a weakly interacting Bose gas,00947,"노지호,이정원,문종철",2020-02-25,PHYSICAL REVIEW A
657,Measurement configurations for differential sampling of AC waveforms based on a programmable Josephson voltage standard: effects of sampler bandwidth on the measurements,00843,"김문석,조혜리,Regis Chayramy,Stephane Solve",2020-12-01,METROLOGIA
658,Measurement of absolute frequencies and hyperfine structure constants of 4D5/2 and 4D3/2 levels of Rb87 and Rb85 using an optical frequency comb,00827,"이원규,문한섭",2015-07-01,PHYSICAL REVIEW A
659,Measurement of electrical resistance of thermoelectric materials with a temperature gradient using instant load-voltage analysis,00754,"전현구,송재용,오병성,김용규",2018-07-23,MEASUREMENT SCIENCE AND TECHNOLOGY
660,Measurement of hole damage characteristics in the glass fibre reinforced plastic composite using digitla image correlation technique,00562,"허용학,김종일,홍성구,박준협",2015-04-20,Materials Science and Engineering Technology = MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK
661,Measurement of radiative decay of (1405) by using hyperon spectrometer at J-PARC,01087,"황상훈,외부",2017-07-19,JPS Conference Proceedings
662,Measurement of the Calorific Value of Methane by Calorimetry Using Metal Burner,01010,"이주현,권수용,정욱철,김대호",2017-11-01,International Journal of Thermophysics
663,MEASUREMENT OF THE HYDROGEN PERMEABILITY OF VARIOUS POLYMERS FOR HIGH PRESSURE HYDROGEN STORAGE VESSELS AND VALVES,00999,"장진섭,정낙관",2020-07-19,"American Society of Mechanical Engineers, Pressure Vessels and Piping Division (Publication) PVP"
664,Measurement of the Particle Current Changes Associated with the Flatness of Deflector Mesh Surface in Particle Beam Mass Spectrometer System,00903,"김동빈,김태완,JinYinhua,문지훈,임인태,김주황,김태성,강상우",2016-03-31,APPLIED SCIENCE AND CONVERGENCE TECHNOLOGY
665,Measurement of thermal expansion over a wide range of temperatures by a pushrod dilatometer,01056,"김대호,이성준,이상현,권수용",2020-09-06,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
666,Measurement System for Millimeter-Wave Antennas With Distributed External Local Oscillators and Mixers,00855,"강노원,권재용,조치현,박정일",2019-06-03,IEEE Transactions on Instrumentation and Measurement
667,Measurements of optical Feshbach resonances of Yb174 atoms,00947,"김민석,이정원,이재훈,신용일,문종철",2016-10-10,PHYSICAL REVIEW A
668,Measurements of sealed radioactive sources by using isothermal microcalorimetry,00808,"박영진,이경범,이종만,박태순,황상훈",2018-06-01,JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY
669,Measuring femtometer lattice displacements driven by free carrier diffusion in a polycrystalline semiconductor using time-resolved x-ray scattering,00905,"조원혁,에릭랜달,안토니디키,돈왈코,이수형",2018-07-16,APPLIED PHYSICS LETTERS
670,Measuring T1 contrast in ex-vivo prostate tissue at the Earth’s magnetic field,01109,"오상원,한재호,권지은,심정현,이성주,황성민,힐첸스 잉고,김기웅",2019-03-20,Journal of the Korean Magnetic Resonance Society
671,Measuring the Magnetization from the Image of the Stripe Magnetic Domain,01070,"문경웅,윤정범,최준우,김창수,김동옥,김동석,전병선,민병철,황찬용",2019-09-16,Physical Review Applied
672,mechanical test method and properties of carbon nanomaterial with a high aspect ratio,00563,"전상구,장훈식,권오헌,남승훈",2016-11-07,NANO CONVERGENCE
673,Melting and freezing behavior of pure Ni cells in alumina crucibles with different internal structures,00754,"김용규,김성훈",2020-05-11,METROLOGIA
674,MEMS 열전소자를 이용한 교류실표전압 측정표준,00988,이형규,2018-11-01,한국정밀공학회지
675,Metal-supported SOFC with an aerosol deposited in-situ LSM and 8YSZ composite cathode,01058,"백승욱,백운봉",2016-02-01,CERAM INT
676,Metal-supported SOFC with an aerosol deposited in-situ LSM and 8YSZ composite cathode,00779,"백승욱,백운봉",2016-02-01,CERAM INT
677,Metamaterial Perfect Absorber Analyzed by a Meta-cavity Model Consisting of Multilayer Metasurfaces,00860,"Khagendra Bhattarai,이상준,Zahyun Ku,Jiangfeng Zhou",2017-12-01,SCIENTIFIC REPORTS
678,Method development for purity assignment of L-valine by a mass balance method,00564,"이화심,박수진,안은정,김숙경,이계호,김명수",2016-03-01,Bulletin of the Korean Chemical Society
679,Method for Determining Dissipation Factor of Capacitors Without Reference Capacitor at Voltages up to 1 kV,00814,"정재갑,김규태,류권상,정기수",2019-01-03,JEET(Journal of Electrical Engineering & Technology)
680,Method of Clock Noise Generation Corresponding to Clock Specification,00833,"이영규,양성훈,이창복,김산해,송규하,고재헌,이원진",2016-09-15,"JOURNAL OF POSITIONING, NAVIGATION AND TIMING"
681,Method of fabricating an array of diffractive optical elements by using a direct laser lithography,00895,"김영광,이혁교,김영식,이윤우",2019-04-01,The International Journal of Advanced Manufacturing Technology
682,Microcalcification detectability using a bench-top prototype photon-counting breast CT based on a Si strip detector,01077,조효민,2015-06-29,MEDICAL PHYSICS
683,Micrometer Scale Resolution Limit of a Fiber-Coupled Electro-Optic Probe,01048,"홍영표,이경민,김성열,임미현,김택진,용형중,이동준",2019-06-28,SENSORS
684,Microscopic and chemical analysis of room temperature UV laser annealing of solution based zinc-tin-oxide thin films,01126,"권지환,Young Jun Chang",2020-12-01,Journal of Analytical Science & Technology
685,Mid-infrared Continuous-wave Optical Parametric Oscillator with a Fan-out Grating MgO:PPLN Operating Up to 5.3 m,01064,"배인호,유재근,임선도,김승관,이동훈",2019-12-30,CURRENT OPTICS AND PHOTONICS
686,Mie resonance-enhanced pumping and detection efficiency for shallow nitrogen-vacancy centers in diamond,01055,"홍현규,이상범,허명선,박상언,권택용",2016-12-12,OPTICS EXPRESS
687,Mini-review on fabrication of nitrogen vacancy center in diamond and its application to NMR,01109,오상원,2019-09-18,Journal of the Korean Magnetic Resonance Society
688,Modeling of edge tool influence functions for computer controlled optical surfacing process,00967,"남호석,김기철,김학성,이혁교,김영식",2015-08-02,The International Journal of Advanced Manufacturing Technology
689,Moderate strain induced indirect bandgap and conduction electrons in MoS2 single layers,00752,"Jnos Pet,황찬용",2019-12-01,NPJ 2D MATERIALS AND APPLICATIONS
690,Modification of impact sound by adjusting the excitation input for comfortable design of punch press machine sound,00985,"Yohei Asahi,조완호,Akihiko Arimitsu,Takeshi Toi",2015-11-01,NOISE CONTROL ENG J
691,Modified desk height helps children with cerebral palsy perform sit-to-stand,00877,"임현균,고주연,이동현,한동욱",2020-06-23,Disability and Rehabilitation: Assistive Technology
692,Modified Step-Up Method for Calibration of DC High-Voltage Dividers,00649,"김규태,정재갑,유광민,김영범,송양섭",2017-06-01,IEEE Transactions on Instrumentation and Measurement
693,Modular system for fluorescence-based single photon generation using a retro-reflector,01137,"임희진,정광용,이동훈,홍기석",2019-12-01,OPTICAL MATERIALS EXPRESS
694,Molecular depth profiling on rat brain tissue sections prepared using different sampling methods,00816,"손현경,김신혜,윤소희,신찬영,이태걸",2018-06-01,BIOINTERPHASES
695,Molecular depth profiling on rat brain tissue sections prepared using different sampling methods,00917,"손현경,김신혜,윤소희,신찬영,이태걸",2018-06-01,BIOINTERPHASES
696,Molecular Rovibrational Spectroscopy with Undetected Photons via Single-Photon Interferometry,01166,"이선경,윤태현,조민행",2020-07-15,Physical Review Applied
697,Moment actuator for correcting low-order aberrations of deformable mirrors,00932,"안교훈,김학용",2020-03-01,Optics and Lasers in Engineering
698,"Monitoring of the Drift of the PtIr Kilogram Prototypes of KRISS, Traceable to BIPM As-Maintained Mass Unit",00893,"이성준,정진완",2019-06-01,MAPAN - Journal of Metrology Society of India
699,Monolayer MoS2 Bandgap Modulation by Dielectric Environments and Tunable Bandgap Transistors,00904,"류정아,김용성,Santosh KC,Kyeongjae Cho",2016-07-05,SCIENTIFIC REPORTS
700,Monolithic Bi1.5Sb0.5Te3 ternary alloys with a periodic 3D nanostructure for enhancing thermoelectric performance,00889,"홍석균,박준용,전성기,김기선,박선화,신호선,김범수,전석우,송재용",2017-07-27,J. Mater. Chem. C
701,Monte Carlo Studies on Dose Conversion Factors from Graphite to Water for High Energy X-ray Beams,01110,"김윤호,이철영,김인중,김병철,김중현,성영민,김현문",2020-06-01,RADIATION PHYSICS AND CHEMISTRY
702,MoS2-Based Tactile Sensor for Electronic Skin Applications,00830,"박민훈,박용주,Xiang Chen,박연규,김민석,안종현",2016-04-06,ADVANCED MATERIALS
703,MRI scanner-independent specific absorption rate measurements using diffusion coefficients,01013,"서영섭,Z.Y. Wang",2017-07-01,Journal of Applied Clinical Medical Physics
704,Multi-core fiber interferometer using spatial light modulators for measurement of the inter-core group index differences,00869,"이희정,문한섭,최상경,박희수",2015-05-18,OPTICS EXPRESS
705,Multi-dimensional TOF-SIMS analysis for effective profiling of disease-related ions from the tissue surface,00816,"박지원,이태걸,정효빈,강병수,김수진,박상윤,강석범,김학균,최준식,황대희",2015-06-05,SCIENTIFIC REPORTS
706,Multifunctional Hybrid Multilayer Gate Dielectrics with Tunable Surface Energy for Ultralow-Power Organic and Amorphous Oxide Thin-Film Transistors,01039,"변혜란,유은아,하영근",2017-03-01,ACS Applied Materials & Interfaces
707,Multiple pathways of crystal nucleation in an extremely supersaturated aqueous potassium dihydrogen phosphate (KDP)  solution droplet,00905,"이수형,위행섭,조원혁,조용찬,김용일,이근우",2016-11-29,Proceedings of the National Academy of Sciences of the United States of America
708,Multiple RPAs Make WRN Syndrome Protein a Superhelicase,01088,"이미나,H. Uhm,S. Shin,V.A. Bohr,외부,H. Hong,J. Kirk,K. Hyun,T. Kulikow,J. Kim,B. Ahn",2018-05-18,NUCLEIC ACIDS RESEARCH
709,Multiplex CARS imaging with spectral notch shaped laser pulses delivered by optical fibers,00815,"오승렬,박주현,김경수,김수현,이재용",2017-12-11,OPTICS EXPRESS
710,Multipoint normalization of δ18O of water against the VSMOW2-SLAP2 scale,01008,"김태완,이정순,임정식",2019-08-15,TALANTA
711,Multiwalled carbon nanotube field emitter as an electron source for a microcolumn,00741,"산지브,안젤리,박병천,김호섭",2016-01-12,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B
712,Nanomechanical characterization of quantum interference in a topological insulator nanowire,01063,"김민진,김지환,Yasen Hou,Dong Yu,도용주,김봉수,김건우,서준호",2019-12-01,Nature Communications
713,Nanoparticle-protein complexes mimicking corona formation in ocular environment,00816,"조동현,손진경,이태걸,김정훈",2016-12-01,BIOMATERIALS
714,Nanoscale spectroscopic origins of photoinduced tip-sample force in the midinfrared,01173,"장정훈,E. Potma,이은성",2019-12-26,Proceedings of the National Academy of Sciences of the United States of America
715,Nanoscale Structural Switching of Plasmonic Nanograin Layers on Hydrogel Colloidal Monolayers for Highly Sensitive and Dynamic SERS in Water with Areal Signal Reproducibility,01163,"김학성,Ji Eun Son,이상욱,조은철",2017-11-07,Analytical Chemistry
716,New Bending System Using a Segmented Vacuum Chuck for Stressed Mirror Polishing of Thin Mirrors,01092,"강필성,양호순",2017-12-25,CURRENT OPTICS AND PHOTONICS
717,New Bending System Using a Segmented Vacuum Chuck for Stressed Mirror Polishing of Thin Mirrors,00848,"강필성,양호순",2017-12-25,CURRENT OPTICS AND PHOTONICS
718,New method to incorporate Type B uncertainty into least-squares procedures in radionuclide metrology,00808,"한주봉,이경범,이종만,박태순,오정석,오필제",2016-03-01,APPLIED RADIATION AND ISOTOPES
719,"New particle formation events observed at King Sejong Station, Antarctic Peninsula - Part 1: Physical characteristics and contribution to cloud condensation nuclei",01127,"김재석,윤영준,김연태,최진희,강효진,박기태,박지연,이방용",2019-06-06,Atmospheric Chemistry and Physics
720,Ni-Cr-Co-Al-Mo-Ti-Re-Ta-W-Ru 단결정의 대기중 1000 oC에서의 산화,00446,"한준희,Xiao Xiao,이동복",2020-03-03,KOREAN JOURNAL OF METALS AND MATERIALS
721,"Noise and Room Acoustic Conditions in a Tertiary Referral Hospital, Seoul National University Hospital",00985,"조완호,Cheol-Ho Jeong,장지호,Seong-Hyun Lee,Moo Kyun Park,Myung-Whan Suh,Jae Joon Han",2019-04-01,JOURNAL OF AUDIOLOGY AND OTOLOGY
722,"Non-Contact Measurement of Thermophysical properties of Fe, Fe-C, and Fe-C-Mn alloys in solid, supercooled, and stable liquid phases",00926,"전상호,이수형,이근우",2016-04-01,ISIJ INT
723,"Nonlinear, nonequilibrium and collective dynamics in a periodically modulated cold atom system",01017,"문걸,허명선,김용희,노흥렬,제원호",2017-06-26,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS
724,Nonlinearity response correction in phase-shifting deflectometry,00895,"마익,강필성,김영식,이혁교",2018-03-08,MEASUREMENT SCIENCE AND TECHNOLOGY
725,Normal and abnormal evolution of argon metastable density in high-density plasmas,00803,"서병훈,김정형,유신재",2015-05-22,PHYSICS OF PLASMAS
726,"Normal-incidence type solution immersed silicon (SIS) biosensor for ultra-sensitive, label-free detection of cardiac troponin I",00870,"제갈원,김동형,조용재,오상원,르반롱,만게쉬 드와레,백세환,김영동,조현모",2020-08-21,Biosensors and Bioelectronics
727,"Normal-incidence type solution immersed silicon (SIS) biosensor for ultra-sensitive, label-free detection of cardiac troponin I",01123,"제갈원,김동형,조용재,오상원,르반롱,만게쉬 드와레,백세환,김영동,조현모",2020-08-21,Biosensors and Bioelectronics
728,Normalization of human RNA-seq experiments using chimpanzee RNA as a spike-in standard,00871,"유한나,한윤수,박상열,정선구,정상균,양인철",2016-08-25,SCIENTIFIC REPORTS
